"KEY","KIND","COMMENT","ARGUMENTS","ENG","FR","ES"
"00-001-00007","ERROR","Means that 'defaults' input to DrsFitsFile.read_header_keys was not a list","{0} = function name"," 'defaults' must be a valid python list \n\t function = {0}","",""
"00-001-00008","ERROR","Means that 'kwstore' or 'key and 'comment' were not defined (one or the other has to be) in add_header_key","{0} = key name; {1} = function name","Key was set (key = '{0}') but was not found in parameter dictionary. \n\t Either make sure key is in parameter dictionary or define 'keyword', 'value' and 'comment'. \n\t function = {1}","",""
"00-001-00009","ERROR","Means that 'kwstore' or 'key and 'comment' were not defined (one or the other has to be) in add_header_keys","{0} = function name","Either 'kwstore' or ('key' and 'comment') must be defined \n\t function = {0}","",""
"00-001-00010","ERROR","Means that 'kwstores' input to DrsFitsFile.add_header_keys was not a list","{0} = function name"," 'kwstores' must be a list \n\t function = {0}","",""
"00-001-00011","ERROR","Means that 'keys' must be a list or 'kwstores' must be defined  DrsFitsFile.add_header_keys","{0} = function name"," 'keys' must be a list (or 'kwstores' must be defined) \n\t function = {0}","",""
"00-001-00012","ERROR","Means that 'comments' must be a list or 'kwstores' must be defined in DrsFitsFile.add_header_keys","{0} = function name"," 'comments' must be a list (or 'kwstores' must be defined) \n\t function = {0}","",""
"00-001-00013","ERROR","Means that 'keys' and 'comments' were not the same length in DrsFitsFile.add_header_keys","{0} = function name"," 'keys' must be the same length as 'comment' \n\t function = {0}","",""
"00-001-00014","ERROR","Means that 'kwstore' or 'key and 'comment' were not defined (one or the other has to be) in DrsFitesFile.add_header_key_1d_list","{0} = function name","Either 'kwstore' or ('key' and 'comment') must be defined \n\t function = {0}","",""
"00-001-00015","ERROR","Means that 'kwstore' or 'key and 'comment' were not defined (one or the other has to be) in DrsFitesFile.add_header_key_2d_list","{0} = function name","Either 'kwstore' or ('key' and 'comment') must be defined \n\t function = {0}","",""
"00-001-00016","ERROR","Means there was a problem in the definition of the keyword store. (key word store should be a 3 element list = [key, value, comment]","{0} = current value of kwstore; {1} = function name","There was a problem with the kwstore='{0}' \n\t It must be a list/tuple with the following format \n\t\t [STRING, OBJECT, STRING] \n\t\t where the first element is the HEADER name of the keyword \n\t\t where the second is the default value of the keyword \n\t function = {1}","",""
"00-001-00017","ERROR","output filenames function requires infile to be set","{0} = function name","Function {0} requires 'infile' to be set.","",""
"00-001-00018","ERROR","output filenames function requires outfile to be set","{0} = function name","Function {0} requires 'outfile' to be set.","",""
"00-001-00019","ERROR","QC error on number of qc parameters","{0} = list of lengths of each qc parameter; {1} = function name","All QC parameters must be the same length \n\t Lengths = {0} \n\t function = {1}","",""
"00-001-00020","ERROR","Means that the 'combine' function was used by 'infiles' was not a list","{0} = function name","'infiles' must be a list of DrsFiles \n\t function = {0}","",""
"00-001-00021","ERROR","Means that there were 'infiles' that did not have the same name (and thus shouldn't be combined","{0} = infiles[0]; {1} = wrong infile number; {2} = wrong infile name; {3} = function name","All 'infiles' must be the same type of DrsFile to combine.\n\t Input file 1: {0}\t Input file {1}: {2}  \n\t function = {3}","",""
"00-001-00022","ERROR","Means that the incorrect 'math' was set in the call to combine function","{0} = input math string; {1} = list of math functions; {2} = function name","Math was defined incorrectly for combine function (math={0}). \n\t Available math functions are: {1} \n\t function = {2}","",""
"00-001-00023","ERROR","Means that xlow and xhigh (or ylow and yhigh) had the same value in the resize function","{0} = xlow or ylow; {1} = xhigh or yhigh; {2} = value of xlow or ylow; {3} = function name","{0}' and '{1}' cannot have the same values (={2}). \n\t function = {3}","",""
"00-001-00024","ERROR","Means that there was an error using np.take in resize function","{0} = xlow value; {1} = xhigh value; {2} = ylow value; {3} = yhigh value; {4} = error type; {5} = error message; {6} = function name","Cannot resize image to ({0}-{1} by {2}-{3}) \n\t Error {4}: {5} \n\t function = {6}","",""
"00-001-00025","ERROR","Means that resize created a blank image","{0} = xlow value; {1} = xhigh value; {2} = ylow value; {3} = yhigh value; {4} = function name","All pixels were removed in resizing ({0}-{1} by {2}-{3})  \n\t Function = {4}","",""
"00-001-00026","ERROR","Means that there was an error doing np.array(data)","{0} = error type; {1} = error message; {2} = function name","'Image' is not a valid numpy array. \n\t Error {0}: {1} \n\t function = {2}","",""
"00-001-00027","ERROR","Means that 'hdict' was not found in outfile (when trying to update database)","{0} = database name; {1} = DrsFitsFile name; {2} = function name","Cannot update {0} database. \n\t Given 'outfile' ({1}) does not have 'hdict' or 'header' defined. \n\t Outfile DrsFitsFile must have 'hdict' or 'header' to get required parameters from updating the database). \n\t function = {2}","",""
"00-001-00028","ERROR","Means that 'hdict' (outfile.hdict or outfile.header) did not contain 'timekey'","{0} = database name or empty; {1} = 'hdict' or 'header'; {2} = function name","{0}: Cannot get time from {1} (missing). \n\t function = {2}","",""
"00-001-00029","ERROR","Means that we could not convert 'raw_time' to an astropy time object","{0} = database name; {1} = raw_time; {2} = time format; {3} = time data type; {4} = error type; {5} = error message; {6} = function name","{0}: Cannot convert time='{1}' (format={2}, dtype={3}) to astropy time. \n\t Error {4}: {5} \n\t function = {6}","",""
"00-001-00030","ERROR","Means that the 'kind' was not valid for _get_time() function","{0} = database name; {1} = kind value; {2} = valid kind values; {3} = function name","{0}: Invalid kind. Kind = {1}. \n\t Should be: {2} \n\t function = {3}","",""
"00-001-00031","ERROR","Means that extension was wrong when trying to get outfilename","{0} = filename; {1} = filetype extension; {2} = function","Could not construct output filename. Filename = {0} does not have required extension ({1}). \n\t Function = {2}","",""
"00-001-00032","ERROR","Means that fiber was not defined when trying to get outfilename","{0} = drs file type; {1} = function","Must define keyword “fiber” for drs file = {0}. \n\t Function = {1} (or in definition of drs file instance)","",""
"00-001-00033","ERROR","Means that .npy file did not have extension '.npy'","{0} = extension; {1} = function","npy file must have extension '.npy'. Current value = {0} \n\t function = {1}","",""
"00-001-00034","ERROR","Means that 'filename' was None and header was None in 'load_calib_file'","{0} = function name","'filename' or 'header' must be set. \n\t Function = {0}","",""
"00-001-00035","ERROR","Means that 'filename' was None and key was None in 'load_calib_file'","{0} = function name","'filename' or 'key' must be set. \n\t Function = {0}","",""
"00-001-00036","ERROR","Means that we are in 'guess' mode but could not find the calib file","{0} = list of files tried; {1} = function name","Calibration file could not be found. \n\t Tried: {0} \n\t Function = {1}","",""
"00-001-00037","ERROR","Means that 'where' was not valid (must be 'calibration' or 'telluric' or 'guess')","{0} = list of valid 'where' inputs; {1} = function name","where' was not valid. Must be {0}. \n\t Function = {1}","",""
"00-001-00038","ERROR","Means that 'kind' was not valid (must be 'image' or 'table')","{0} = list of valid 'kind' inputs; {1} = function name","kind' was not valid. Must be {0}. \n\t Function = {1}","",""
"00-001-00039","ERROR","Means that 'header' and 'hdict' were both not provided for '_get_time'","{0} = database name; {1} = function name","Database {0}. 'hdict' or 'header' must be set. \n\t Function = {1}","",""
"00-001-00040","ERROR","Means that 'recipe' or 'recipename' were not provided","{0} = function name","'recipe' or 'recipename' must be provided. \n\t Function = {0}","",""
"00-001-00041","ERROR","Means that output_filenames ‘set_file’ did not have ‘filename’ set","{0} = function name","Function {0} requires ‘filename’ to be set in file definitions.","",""
"00-001-00042","ERROR","Means that math defined for combine was not valid","{0} = math; {1} = available math; {2} = function name","Cannot combine. Mode='{0}' in invalid. \n\t Available modes = {1} \n\t Funcion = {2}","",""
"00-001-00043","ERROR","Means that there was an error inside loop function","{0} = recipe where error occurred; {1} = controller recipe (that called other recipe)","Internal error in recipe {0}. Controller recipe ({1}) cannot continue","",""
"00-001-00044","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-002-00000","ERROR","Dev Error: Database Errors","None","Dev Error: Class Input Error","",""
"00-002-00001","ERROR","Means that database name was not found","{0} = database name; {1} = valid database names; {2} = function name","Database name '{0}' invalid. Must be '{1}' \n\t function = {2}","",""
"00-002-00002","ERROR","Means that database key_col was not found in database colnames","{0} = column name; {1} = database name; {2} = column names; {3} = function name","'key_col'={0} was not found in colnames for {1} database. \n\t columns are: {2} \n\t function = {3}","",""
"00-002-00003","ERROR","Means that database time_col was not found in database colnames","{0} = column name; {1} = database name; {2} = column names; {3} = function name","'time_col'={0} was not found in colnames for {1} database. \n\t columns are: {2} \n\t function = {3}","",""
"00-002-00004","ERROR","Means that database file_col was not found in database colnames","{0} = column name; {1} = database name; {2} = column names; {3} = function name","'file_col'={0} was not found in colnames for {1} database. \n\t columns are: {2} \n\t function = {3}","",""
"00-002-00005","ERROR","Means that a line in database does not have the correct number of items","{0} = database name; {1} = line number; {2} = line entry; {3} = expected col names; {4} = database file; {5} =  function name","Incorrect line in {0} database. \n\t Line {1}: '{2}' \n\t Should have values: {3}\n\t file = {4}  \n\t function = {5}","",""
"00-002-00006","ERROR","Means that we have no entries for this key","{0} = database name; {1} = database key; {2} = time; {3} = database filename; {4} = function name","No entries found in {0} database for key='{1} \n\t Keys must be older than: {2} \n\t  file = {3}  \n\t function = {4}","",""
"00-002-00007","ERROR","Means that we cannot convert unix time to astropy time object","{0} = database name; {1} = line number; {2} = line entry; {3} = error type; {4} = error message; {5} = database filename; {6} = function name","Cannot convert time in {0} database to astropy.time object. \n\t Line {1}: {2} \n\t Error {3}: {4} \n\t file = {5} \n\t function = {6} ","",""
"00-002-00008","ERROR","Means that mode was set but no time was given","{0} = mode value; {1} = database name; {2} = function name","mode' set to '{0}' for {1} database, must provide 'use_time'. \n\t function = {2}","",""
"00-002-00009","ERROR","Means that there were no files older than 'usetime'","{0} = database name; {1} = database key; {2} = date requested; {3} database filename; {4} = function name","No entries found in {0} database for key='{1}' older than {2} (mode = 'older'). \n\t filename = {3} \n\t function = {4}","",""
"00-002-00010","ERROR","Means that drs file does not have database name set","{0} = drs fits filename; {1} = valid database names; {2} = function name","Database name not set for DrsFitsFile='{0}'  \n\t Must be {1} \n\t function = {2}","",""
"00-002-00011","ERROR","Means that drs file does not have valid database name","{0} = drs fits filename; {1} = current database value; {2} = valid database names; {3} = function name","Database name invalid for DrsFitsFile='{0}' (value='{1}') \n\t Must be {2} \n\t function = {3}","",""
"00-002-00012","ERROR","Means that drs file does not have database key set","{0} = drs fits filename; {1} = function name","Database key not set for DrsFitsFile='{0}'  \n\t function = {1}","",""
"00-002-00013","ERROR","Means that 'n_entries' was invalid","{0} = n_entries value; {1} = n_entries type; {2} = function name","n_entries' must be an integer or string ('all') \n\t n_entries = {0} (type={1}) \n\t function = {2}","",""
"00-002-00014","ERROR","Means that there was an IO error copying database file","{0} = database name; {1} = inpath; {2} = outpath; {3} = error type; {4} = error message; {5} = function name","Database {0}. Error copying from {1} to {2} \n\t Error {3}: {4} \n\t Function = {5}","",""
"00-002-00015","ERROR","Means that we have no entries for this key","{0} = database name; {1} = database key; {2} = available keys; {3} = database filename; {4} = function name","No entries found in {0} database for key='{1} \n\t Available keys: {2} \n\t  file = {3}  \n\t function = {4}","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-003-00000","ERROR","Dev Constant Errors","None","Dev Error: Constant Error","",""
"00-003-00001","ERROR","Means constant was not found in constant parameter dictionary","{0} = constant name; {1} = function name where called","Parameter '{0}' was not found in constants parameter dictionary. \n\t function = {1}","",""
"00-003-00002","ERROR","Means that parameter value could not be converted to a list","{0} = value; {1} = Error type; {2} = Error message; {3} = function name","Parameter '{0}' can not be converted to a list. \n\t Error {1}: {2}. \n\t function = {3}","",""
"00-003-00003","ERROR","Means that parameter value could not be converted to a dictionary","{0} = value; {1} = Error type; {2} = Error message; {3} = function name","Parameter '{0}' can not be converted to a dictionary. \n\t Error {1}: {2}. \n\t function = {3}","",""
"00-003-00004","ERROR","Means that key and name were not set in find_param (pcheck)","{0} = function name","Pcheck: 'key' and 'name' were both unset, at least one value must be set. \n\t Function = {0}","",""
"00-003-00005","ERROR","Means that config folder does not exist on disk","{0} = config directory; {1} = config directory path","Folder '{0}' does not exist in {1}","",""
"00-003-00006","ERROR","Means that there was a duplicated constant parameter","{0} = constant key; {1} = instrument; {2} = module list; {3} = function name","Duplicate Const parameter '{0}' for instrument '{1}' \n\t Module list: {2} \n\t Function = {3}","",""
"00-003-00007","ERROR","Means that source was not defined when copying a constant (it must be)","{0} = function name","Must define new source when copying a Constant \n\t Syntax: Constant.copy(source) \n\t where 'source' is a string \n\t Function = {0}","",""
"00-003-00008","ERROR","Means that source was not defined when copying a keyword (it must be)","{0} = function name","Must define new source when copying a Keyword \n\t Syntax: Keyword.copy(source) \n\t where 'source' is a string \n\t Function = {0}","",""
"00-003-00009","ERROR","Means that dtype was meant to be a path and a string","{0} = parameter name; {1} = data type; {2} = data value; {3} = input config file; {4} = function name","Parameter '{0}' must be a string. \n\t Type: '{1}' \n\t Value: '{2}' \n\t Config File = '{3}' \n\t Function = {4}","",""
"00-003-00010","ERROR","Means that dtype was meant to be a path but path was not found","{0} = key name; {1} = value of constant (path); {2} = function name","Const validate error - Key {0}: Path does not exist '{1}' \n\t Function = {2}","",""
"00-003-00011","ERROR","Means that dtype was meant to be a list and not a string","{0} = key name; {1} = value; {2} = config file; {3} = function name","Parameter '{0}' should be a list not a string. \n\t Value = {1} \n\t Config File = '{2}' \n\t Function = {3}","",""
"00-003-00012","ERROR","Means that dtype was not correct for what was given in constants definition","{0} = key name; {1} = expected dtype; {2} = data value; {3} = data type; {4} = error type; {5} = error message; {6} = config file; {7} = function name","Parameter '{0}' dtype is incorrect.  Expected '{1}' value='{2}' (dtype={3})  \n\t Error {4}: {5} \n\t Config File = {6} \n\t Function = {7}","",""
"00-003-00013","ERROR","Means that dtype was not set","{0} = key name; {1} = config file; {2} = function name","Parameter '{0}' dtype not set \n\t Config File = {1} \n\t Function = {2}","",""
"00-003-00014","ERROR","Means that dtype wave not a simple data type (allowed listed)","{0} = key name; {1} = list of dtypes; {2} = config file; {3} = function name","Parameter '{0}' dtype is incorrect. Must be one of the following: \n\t {1} \n\t Config file: {2} \n\t function = {3}","",""
"00-003-00015","ERROR","Means that data value is not set","{0} = key name; {1} = config file; {2} = function name","Parameter '{0}' value is not set. \n\t Config file = '{1}' \n\t Function = {2}","",""
"00-003-00016","ERROR","Means that dtype must be boolean (True of False)","{0} = key name; {1} = current value; {2} = config file; {3} = function name","Parameter '{0}' must be True or False or 1 or 0 \n\t Current value: '{1}' \n\t Config file: {2} \n\t Function = {3}","",""
"00-003-00017","ERROR","Means that the value was not found in options","{0} = key name; {1} = options; {2} = current value; {3} = config file; {4} = function name","Parameter '{0}' value is incorrect. \n\t Options are: {1} \n\t Current value: '{2}' \n\t Config File = {3} \n\t Function = {4}","",""
"00-003-00018","ERROR","Means that value exceed maximum allowed value","{0} = key name; {1} = limit; {2} = current value; {3} = config file; {4} = function name","Parameter '{0}' too large. \n\t Value must be less than {1} \n\t Current value: {2} \n\t Config File = {3} \n\t Function = {4}","",""
"00-003-00019","ERROR","Means that value exceed minimum allowed value","{0} = key name; {1} = limit; {2} = current value; {3} = config file; {4} = function name","Parameter '{0}' too small. \n\t Value must be greater than {1} \n\t Current value: {2} \n\t Config File = {3} \n\t Function = {4}","",""
"00-003-00020","ERROR","Means that invalid character(s) were found in file","{0} = config file; {1} = function name","Invalid character(s) found in file = {0} \n\t Function = {1}","",""
"00-003-00021","ERROR","Line and char reference for 00-003-00020","{0} = line number; {1} = character","\t\t Line {0}: character = '{1}'","",""
"00-003-00022","ERROR","Means that the wrong line format was present in config file","{0} = line number; {1} = config file; {2} = line value; {3} =  function name","Wrong format for line {0} in file {1} \n\t Line {0}: {2} \n\t Lines must be in format: 'key = value' \n\t where 'key' and 'value' are valid python strings containing no equal signs \n\t Function = {3}","",""
"00-003-00023","ERROR","Means that there were no valid lines found in config file","{0} = config file; {1} = function name","No valid lines found in file: {0} \n\t Function = {1}","",""
"00-003-00024","ERROR","Means that parameter was not found in parameter dictionary","{0} = parameter name","ParamDict Error: Parameter '{0}' not found in parameter dictionary","",""
"00-003-00025","ERROR","Means that parameter dictionary is locked and cannot add key","{0} = parameter name; {1} = parameter value","ParamDict locked. \n\t Cannot add '{0}'='{1}'","",""
"00-003-00026","ERROR","Means that source cannot be added for key as key is not in parameter dictionary","{0} = parameter name","ParamDict Error: Source cannot be added for key '{0}' \n\t '{0}' is not in parameter dictionary","",""
"00-003-00027","ERROR","Means that instance cannot be added for key as key is not in parameter dictionary","{0} = parameter name","ParamDict Error: Instance cannot be added for key '{0}' \n\t '{0} is not in parameter dictionary","",""
"00-003-00028","ERROR","Means that no source was set for this key when trying to use get_source","{0} = parameter name","ParamDict Error: No source set for key={0}","",""
"00-003-00029","ERROR","Means that no instance was set for this key when trying to use get_instance","{0} = parameter name","ParamDict Error: No instance set for key={0}","",""
"00-003-00030","ERROR","Means that parameter was not found in parameter dictionary (via listp)","{0} = parameter name","ParamDict Error: parameter '{0}' not found in parameter dictionary (via listp)","",""
"00-003-00031","ERROR","Means that parameter was not found in parameter dictionary (via dictp)","{0} = parameter name","ParamDict Error: parameter '{0}' not found in parameter dictionary (via dictp)","",""
"00-003-00032","ERROR","Means that listp was used but parameter was not a string -> cannot go to list from string","{0} = parameter name","ParamDict Error: parameter '{0}' must be a string to convert (via listp)","",""
"00-003-00033","ERROR","Means that dictp was used but parameter was not a string -> cannot go to a dict","{0} = parameter name","ParamDict Error: parameter '{0}' must be a string to convert (via dictp)","",""
"00-003-00034","ERROR","","","","",""
"00-003-00035","ERROR","","","","",""
"00-003-00036","ERROR","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"","","","","","",""
"00-004-00000","ERROR","Dev Indexing/IO Errors","None","Dev Error: Deprecated Error","",""
"00-004-00001","ERROR","Means that kwarg was not in expected index file columns ","{0} = kwarg; {1} = path; {2} = function name","Could not find files. Kwarg='{0}' does not exist in index files. \n\t path = {1} \n\t function = {2}","",""
"00-004-00002","ERROR","Means that kwarg was not in index file","{0} = kwarg; {1} = index file path; {2} = function name","Could not find files. Kwarg='{0}' does not exist in index file={1}. \n\t function = {2}","",""
"00-004-00003","ERROR","Means that config file cannot be read","{0} = filename; {1} = function name; {2} = error type; {3} = error message","File '{0}' cannot be read by {1} \n\t Error {2}: {3}","",""
"00-004-00004","ERROR","Means that config file cannot be written to","{0} = filename; {1} = function name; {2} = error type; {3} = error message","File '{0}' cannot be written by {1} \n\t Error {2}: {3}","",""
"00-004-00005","ERROR","Means that we could not copy file as input file does not exist","{0} = input filename; {1} = output filename; {2} = function name","File '{0}' cannot be copied to '{1}'. Input file does not exist. \n\t Function = {2}","",""
"00-004-00006","ERROR","Means that we could not copy file exception was generated","{0} = input filename; {1} = output filename; {2} = error type; {3} = error message; {4} = function name","File '{0}' cannot be copied to '{1}' \n\t Error {2}: {3} \n\t Function = {4}","",""
"","","","","","",""
"","","","","","",""
"00-005-00000","ERROR","Dev Log Error","None","Dev Error: Logging Error","",""
"00-005-00001","ERROR","Log error input 'message' is incorrect","{0} = message input","Log Error: Message: '{0}' is not a valid log message","",""
"00-005-00002","ERROR","Log error when 'key' is not found in LOG_TRIG_KEYS()","{0} = input key; {1} = LOG_TRIG_KEYS()","Log Error: Key '{0}' is not in '{1}'","",""
"00-005-00003","ERROR","Log error when 'key' is not found in WRITE_LEVEL()","{0} = input key; {1} = WRITE_LEVEL()","Log Error: Key '{0}' is not in '{1}'","",""
"00-005-00004","ERROR","Log error when 'key' is not found in COLOUREDLEVELS() ","{0} = input key; {1} = COLOUREDLEVEL()","Log Error: Key '{0}' is not in '{1}'","",""
"00-005-00005","ERROR","Means that 'message' is not a string or list","{0} = current value of message","Log Error: 'message' must be a string or a list. \n\t Current value = '{0}'","",""
"00-005-00006","ERROR","The debug title","None","\n\n\tError found and running in DEBUG mode \n\n\t","\n\n\tErreur trouvée et en cours d'exécution en mode DEBUG \n\n\t",""
"00-005-00007","ERROR","The debug error message","None","\tEnter:\n\t\t1: ipython debugger \n\t\t2: python debugger \n\t\tAny other key: exit \n\n\t Note: ipython debugger requires 'ipdb' installed \n\n\t Choose '1', '2' or exit:","\tEntrer:\n\t\t1: ipython debugger \n\t\t2: python debugger \n\t\tToute autre clé: quitter \n\n\t Remarque: ipython debugger nécessite l'installation de 'ipdb' \n\n\t Choisissez: 1, 2 ou quitter:",""
"00-005-00008","ERROR","IPYTHON interactive mode instructions","None","\n\t ==== IPYTHON DEBUGGER ==== \n\n\t - type 'ipython()' to user %paste %cpaste \n\t - type 'list' to list code \n\t - type 'up' to go up a level \n\t - type 'interact' to go to an interactive shell \n\t - type 'print(variable)' to print a variable \n\t - type 'continue' to exit \n\t - type 'help' to see all commands \n\n\t ==================\n\n","\n\t ==== IPYTHON DEBUGGER ==== \n\n\t - tapez 'ipython()' pour l'utilisateur %paste et % cpaste  \n\t - tapez 'list' pour lister le code \n\t - tapez 'up' pour monter au niveau \n\t - tapez 'interact' pour aller à un shell interactifl \n\t -tapez 'print (variable)' pour imprimer une variable \n\t - tapez 'continue' quitter \n\t - tapez 'help' pour voir toutes les commandes \n\n\t ==================\n\n",""
"00-005-00009","ERROR","PYTHON interactive mode instructions","None","\n\t ==== PYTHON DEBUGGER ==== \n\n\t - type 'list' to list code \n\t - type 'up' to go up a level \n\t - type 'interact' to go to an interactive shell \n\t - type 'print(variable)' to print a variable \n\t - type 'continue' to exit \n\t - type 'help' to see all commands \n\n\t ==================\n\n","\n\t ==== DEBUGGER ==== \n\n\t - tapez 'list' pour lister le code \n\t - tapez 'up' pour monter au niveau \n\t - tapez 'interact' pour aller à un shell interactifl \n\t -tapez 'print (variable)' pour imprimer une variable \n\t - tapez 'continue' quitter \n\t - tapez 'help' pour voir toutes les commandes \n\n\t ==================\n\n",""
"00-005-00010","ERROR","exit code","None","\n\n Code Exited","\n\n Code quitté",""
"00-005-00011","ERROR","Means that 'level' was not in WRITE_LEVEL()","{0} = log level value; {1} = function called in","Log level '{0}' not in WRITE_LEVEL() \n\t function = {1}","",""
"00-005-00012","ERROR","Means that 'key' was not in WRITE_LEVEL()","{0} = log level key; {1} = function called in","Log key '{0}' not in WRITE_LEVEL() \n\t function = {1}","",""
"00-005-00013","ERROR","Means that colour level 'key' was not in COLOUREDLEVELS()","{0} = log colour key; {1} = function called in","Log colour key '{0}' not in COLOUREDLEVELS() \n\t function = {1}","",""
"00-005-00014","ERROR","","","","",""
"","","","","","",""
"00-006-00000","ERROR","Dev Argument Error","None","Dev Error: Argument Error","",""
"00-006-00001","ERROR","Cannot find input name in recipe definition (means there was a problem with 'recipe_setup' when parsing to argparse)","{0} = argument name; {1} = program name","Cannot find input '{0}' for recipe '{1}'","",""
"00-006-00002","ERROR","Means that we need a default reference but it is not defined","{0} = argument name; {1} = program name","Attribute 'default_ref' is unset for '{0}' for recipe '{1}'","",""
"00-006-00003","ERROR","Means that the default reference (which has to also be in the constants parameter dictionary) is not present in constants parameter dictionary","{0} = default reference key; {1} = argument name; {2} = program name","Attribute 'default_ref' is not found in constants for '{1}' for recipe '{2}'","",""
"00-006-00004","ERROR","Means that logic was set incorrectly in recipe definition of argument","{0} = Argument name; {1} = program/recipe name","Logic is wrong for argument '{0}' for recipe '{1}'. \n\t Must be 'exclusive' or 'inclusive'","",""
"00-006-00005","ERROR","Means that there were 'files' in both positional and optional arguments","{0} = function name","Cannot have 'files' in both positional and optional args\n\tfunction = {0}","",""
"00-006-00006","ERROR","Means that 'kind' was wrong for '_generate_arg_groups'  (used in generate_runs_from_filelist)","{0} = kind; {1} = function name","Kind='{0}' not supported. \n\tfunction={1}","",""
"00-006-00007","ERROR","Means that the argument is a positional argument but was not defined at run time","{0} = argument type ('Argument' or 'Keyword Argument'); {1} = argument name; {2} = function name","{0} '{1}' is not defined in call to function = {1}","",""
"00-006-00008","ERROR","Means that DrsArgument arg 'filelogic' was st to an incorrect value (must be 'inclusive' or 'exclusive')","{0} = current value of 'filelogic'","DrsArgument arg 'filelogic' must be equal to 'inclusive' or 'exclusive' only. \n\t Current value is '{0}'","",""
"00-006-00009","ERROR","Means that DrsArgument kwargs must contain either 'default_ref' or 'default' to be a valid keyword argument","None","DrsArgument kwargs error: call to DrsArgument must have keyword 'default' or 'default_ref' when DrsArgumet kind is 'kwarg'","",""
"00-006-00010","ERROR","Means that DrsArgument arg 'dtype' was set incorrectly","{0} = list of valid dtypes; {1} current value for dtype","DrsArgument arg 'dtype' is not valid. Must be equal to one of the following: \n\t {0} \n\t Current value is '{1}'","",""
"00-006-00011","ERROR","Means that argument was not matched to self.dest (in _CheckType._check_limits)","{0} = Argument name; {1} = function error was generated in","Argument '{0}': not found in recipe.  \n\t function = {1}","",""
"00-006-00012","ERROR","Means that the ""{1}"" value for argument was not the correct dtype","{0} = Argument name; {1} = minimum or maximum; {2} = current value of minimum/maximum {3} = Error type; {4} = Error message","Argument '{0}': The value '{1}'='{2}' cannot be used.  \n\t Error {3}: {4}","",""
"00-006-00013","ERROR","Means that there was a problem with sys.argv","{0} = value of sys.argv; {1} = type of sys.argv; {2} = function name","sys.argv was not a list. \n\t sys.argv = '{0}' \n\t type = '{1}' \n\t Function = {2}","",""
"00-006-00014","ERROR","Means that we could not parse arguments to the argument parser","{0} = value of sys.argv; {1} = value of str_arg_list; {2} = Error type; {3} = error message; {4} =  function name","Could not parse arguments to argparse. \n\t sys.argv = {0} \n\t call arguments = {1} \n\t Error {2}: {3} \n\t Function = {4}","",""
"00-006-00015","ERROR","Means that positional argument started with a '-'","{0} = Argument name","Positional argument '{0}' cannot start with a '-'","",""
"00-006-00016","ERROR","Means that keyword argument did not start with a '-'","{0} = Argument name","Keyword argument '{0}' must start with a '-'","",""
"00-006-00017","ERROR","Means that special argument did not start with a '-'","{0} = Argument name","Special argument '{0}' must start with a '-'","",""
